profile,role,score,can_id,byte,bit_in_byte,dbc_message,activity_enrichment,event_coverage,event_hits,event_total,inside_transitions,outside_transitions,period_cv
generic-event,事件附近变化,44.200,0x7D7,1,2,,4.7014130141882315,0.3333333333333333,5,15,7,5,1.3187343904791382
window,按钮事件:手动未知方向触发,44.200,0x7D7,1,2,,4.7014130141882315,0.3333333333333333,5,15,7,5,1.3187343904791382
generic-event,事件附近变化,44.190,0x388,3,4,GTW_canStatus,6.738772864380189,0.2,3,15,179,105,10.200641679968433
window,按钮事件:手动未知方向触发,44.190,0x388,3,4,GTW_canStatus,6.738772864380189,0.2,3,15,179,105,10.200641679968433
generic-event,事件附近变化,44.176,0x3B6,0,4,DI_odometerStatus,3.413354654136661,0.3333333333333333,5,15,5,5,1.0295744838955216
window,按钮事件:手动未知方向触发,44.176,0x3B6,0,4,DI_odometerStatus,3.413354654136661,0.3333333333333333,5,15,5,5,1.0295744838955216
generic-event,事件附近变化,44.157,0x228,2,4,EPBR_internalStatus,5.9940611361660885,0.2,3,15,3,1,0.46542335503907467
window,按钮事件:手动未知方向触发,44.157,0x228,2,4,EPBR_internalStatus,5.9940611361660885,0.2,3,15,3,1,0.46542335503907467
generic-event,事件附近变化,44.152,0x288,2,4,EPBL_internalStatus,5.9940611361660885,0.2,3,15,3,1,0.4654063919821953
window,按钮事件:手动未知方向触发,44.152,0x288,2,4,EPBL_internalStatus,5.9940611361660885,0.2,3,15,3,1,0.4654063919821953
generic-event,事件附近变化,43.968,0x257,2,3,DI_speed,5.0397723347127625,0.3333333333333333,5,15,5,3,0.6402425204950486
window,按钮事件:手动未知方向触发,43.968,0x257,2,3,DI_speed,5.0397723347127625,0.3333333333333333,5,15,5,3,0.6402425204950486
generic-event,事件附近变化,43.886,0x272,2,0,VCLEFT_epbmDebug,8.661714024428909,0.2,3,15,24,10,3.4119794244610646
window,按钮事件:手动未知方向触发,43.886,0x272,2,0,VCLEFT_epbmDebug,8.661714024428909,0.2,3,15,24,10,3.4119794244610646
generic-event,事件附近变化,43.886,0x25B,2,1,APP_environment,5.9940611361660885,0.2,3,15,3,1,0.4689779624085294
window,按钮事件:手动未知方向触发,43.886,0x25B,2,1,APP_environment,5.9940611361660885,0.2,3,15,3,1,0.4689779624085294
generic-event,事件附近变化,43.886,0x25B,7,1,APP_environment,5.9940611361660885,0.2,3,15,3,1,0.4689779624085294
window,按钮事件:手动未知方向触发,43.886,0x25B,7,1,APP_environment,5.9940611361660885,0.2,3,15,3,1,0.4689779624085294
generic-event,事件附近变化,43.693,0x328,4,7,ESP_info,6.3154568313385075,0.2,3,15,19,11,3.139727240317968
window,按钮事件:手动未知方向触发,43.693,0x328,4,7,ESP_info,6.3154568313385075,0.2,3,15,19,11,3.139727240317968
generic-event,事件附近变化,43.693,0x328,5,0,ESP_info,6.3154568313385075,0.2,3,15,19,11,3.139727240317968
window,按钮事件:手动未知方向触发,43.693,0x328,5,0,ESP_info,6.3154568313385075,0.2,3,15,19,11,3.139727240317968
generic-event,事件附近变化,43.693,0x211,2,2,RCM_status,5.9940611361660885,0.2,3,15,3,1,0.4712481730653836
window,按钮事件:手动未知方向触发,43.693,0x211,2,2,RCM_status,5.9940611361660885,0.2,3,15,3,1,0.4712481730653836
generic-event,事件附近变化,43.693,0x211,2,3,RCM_status,5.9940611361660885,0.2,3,15,3,1,0.4712481730653836
window,按钮事件:手动未知方向触发,43.693,0x211,2,3,RCM_status,5.9940611361660885,0.2,3,15,3,1,0.4712481730653836
generic-event,事件附近变化,43.673,0x388,3,6,GTW_canStatus,6.303577820318201,0.2,3,15,169,106,10.033007332889
window,按钮事件:手动未知方向触发,43.673,0x388,3,6,GTW_canStatus,6.303577820318201,0.2,3,15,169,106,10.033007332889
generic-event,事件附近变化,43.526,0x257,6,2,DI_speed,5.0397723347127625,0.3333333333333333,5,15,5,3,0.6429051137185396
window,按钮事件:手动未知方向触发,43.526,0x257,6,2,DI_speed,5.0397723347127625,0.3333333333333333,5,15,5,3,0.6429051137185396
generic-event,事件附近变化,43.414,0x388,2,1,GTW_canStatus,6.385416553962246,0.2,3,15,152,94,9.53412216983716
window,按钮事件:手动未知方向触发,43.414,0x388,2,1,GTW_canStatus,6.385416553962246,0.2,3,15,152,94,9.53412216983716
generic-event,事件附近变化,43.293,0x388,1,6,GTW_canStatus,6.100468443365562,0.2,3,15,188,122,10.661594006399024
window,按钮事件:手动未知方向触发,43.293,0x388,1,6,GTW_canStatus,6.100468443365562,0.2,3,15,188,122,10.661594006399024
generic-event,事件附近变化,43.230,0x1D6,7,0,DI_limits,5.989471374239801,0.26666666666666666,4,15,9,5,1.479128347959741
window,按钮事件:手动未知方向触发,43.230,0x1D6,7,0,DI_limits,5.989471374239801,0.26666666666666666,4,15,9,5,1.479128347959741
generic-event,事件附近变化,43.050,0x39B,5,2,,3.318851872289923,0.4,6,15,14,16,1.408921975492773
window,按钮事件:手动未知方向触发,43.050,0x39B,5,2,,3.318851872289923,0.4,6,15,14,16,1.408921975492773
generic-event,事件附近变化,43.050,0x39B,5,3,,3.318851872289923,0.4,6,15,14,16,1.408921975492773
window,按钮事件:手动未知方向触发,43.050,0x39B,5,3,,3.318851872289923,0.4,6,15,14,16,1.408921975492773
generic-event,事件附近变化,43.050,0x39B,7,2,,3.318851872289923,0.4,6,15,14,16,1.408921975492773
window,按钮事件:手动未知方向触发,43.050,0x39B,7,2,,3.318851872289923,0.4,6,15,14,16,1.408921975492773
generic-event,事件附近变化,43.050,0x39B,7,3,,3.318851872289923,0.4,6,15,14,16,1.408921975492773
window,按钮事件:手动未知方向触发,43.050,0x39B,7,3,,3.318851872289923,0.4,6,15,14,16,1.408921975492773
generic-event,事件附近变化,43.033,0x272,2,6,VCLEFT_epbmDebug,6.458417286279112,0.2,3,15,34,20,4.345780922799326
window,按钮事件:手动未知方向触发,43.033,0x272,2,6,VCLEFT_epbmDebug,6.458417286279112,0.2,3,15,34,20,4.345780922799326
generic-event,事件附近变化,43.018,0x388,1,7,GTW_canStatus,5.952735169008529,0.2,3,15,173,115,10.264060460039133
window,按钮事件:手动未知方向触发,43.018,0x388,1,7,GTW_canStatus,5.952735169008529,0.2,3,15,173,115,10.264060460039133
