profile,role,score,can_id,byte,bit_in_byte,dbc_message,activity_enrichment,event_hits,event_total,inside_transitions,outside_transitions,period_cv,stable_purity
generic-event,事件附近变化,79.346,0x77A,6,2,,,10,10,30,227,0.001031248091197005,
generic-event,事件附近变化,79.346,0x77A,6,7,,,10,10,30,227,0.001031248091197005,
generic-event,事件附近变化,79.346,0x77A,7,2,,,10,10,30,227,0.001031248091197005,
generic-event,事件附近变化,79.346,0x77A,7,3,,,10,10,30,227,0.001031248091197005,
generic-event,事件附近变化,79.346,0x77A,7,4,,,10,10,30,227,0.001031248091197005,
generic-event,事件附近变化,79.346,0x77A,7,5,,,10,10,30,227,0.001031248091197005,
generic-event,事件附近变化,79.285,0x238,6,5,,,10,10,10,118,0.0009084404720563247,
generic-event,事件附近变化,79.285,0x238,7,5,,,10,10,10,118,0.0009084404720563247,
generic-event,事件附近变化,79.057,0x3C9,1,3,,,7,10,7,78,0.33332603619600626,
generic-event,事件附近变化,79.057,0x3C9,1,4,,,7,10,7,78,0.33332603619600626,
generic-event,事件附近变化,79.057,0x3C9,3,0,,,7,10,7,78,0.33332603619600626,
generic-event,事件附近变化,79.057,0x3C9,5,0,,,7,10,7,78,0.33332603619600626,
generic-event,事件附近变化,79.042,0x3C9,1,7,,,7,10,7,78,0.3333297423576673,
generic-event,事件附近变化,79.042,0x3C9,3,2,,,7,10,7,78,0.3333297423576673,
generic-event,事件附近变化,79.042,0x3C9,4,0,,,7,10,7,78,0.3333297423576673,
generic-event,事件附近变化,78.856,0x2C4,7,2,,,8,10,15,107,0.911515957628556,
generic-event,事件附近变化,78.695,0x129,1,1,,,10,10,750,5687,0.01066150413871132,
generic-event,事件附近变化,78.686,0x77A,1,1,,,7,10,13,61,1.5679513911477547,
generic-event,事件附近变化,78.354,0x6C8,0,0,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,0,2,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,0,3,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,0,4,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,0,6,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,1,1,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,1,5,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,1,6,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,3,0,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,3,1,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,3,4,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.354,0x6C8,4,2,,,10,10,20,108,0.0003607358606218537,
generic-event,事件附近变化,78.261,0x2E1,0,0,,,10,10,939,7108,0.04159842613223582,
generic-event,事件附近变化,78.215,0x261,0,0,,,10,10,936,7110,0.040696872599043116,
generic-event,事件附近变化,78.215,0x261,6,4,,,10,10,936,7110,0.040696872599043116,
generic-event,事件附近变化,78.198,0x3DB,3,6,,,7,10,10,55,0.7498941773193893,
generic-event,事件附近变化,78.198,0x3DB,3,7,,,7,10,10,55,0.7498941773193893,
generic-event,事件附近变化,78.100,0x3B2,2,7,,,7,10,16,125,0.902894040774539,
generic-event,事件附近变化,78.031,0x34A,0,1,,,10,10,10,118,5.9786598890759074e-05,
generic-event,事件附近变化,78.031,0x34A,7,5,,,10,10,10,118,5.9786598890759074e-05,
generic-event,事件附近变化,78.031,0x34A,7,6,,,10,10,10,118,5.9786598890759074e-05,
generic-event,事件附近变化,77.959,0x77A,1,5,,,7,10,13,78,1.5973078714434852,
generic-event,事件附近变化,77.959,0x77A,1,6,,,7,10,13,78,1.5832751819664033,
generic-event,事件附近变化,77.798,0x3F2,5,1,,,7,10,8,34,0.5273933474407583,
generic-event,事件附近变化,77.700,0x3CC,2,7,,,10,10,10,118,0.00019511104263508953,
window,运动过程,77.657,0x2B4,4,6,,14.013147317323172,6,6,13,1,,
window,运动过程,77.657,0x2B4,4,7,,14.013147317323172,6,6,13,1,,
window,运动过程,77.657,0x2B4,5,0,,14.013147317323172,6,6,13,1,,
generic-event,事件附近变化,77.473,0x737,0,1,,,7,10,7,44,0.19994034356420884,
generic-event,事件附近变化,77.425,0x3B2,4,5,,,7,10,20,148,1.222736294663899,
generic-event,事件附近变化,77.372,0x102,4,1,,,7,10,18,124,1.6291103881475515,
generic-event,事件附近变化,77.372,0x102,4,2,,,7,10,18,124,1.6291103881475515,
generic-event,事件附近变化,77.305,0x284,6,5,,,10,10,10,118,0.0006464385332718755,
generic-event,事件附近变化,77.278,0x2F1,5,3,,,7,10,18,132,1.3766172653534803,
generic-event,事件附近变化,77.234,0x709,3,1,,,7,10,14,84,1.2323456532548833,
generic-event,事件附近变化,77.173,0x359,3,4,,,7,10,18,178,1.1442528644522656,
generic-event,事件附近变化,77.134,0x330,4,2,,,7,10,10,42,0.6140305278256354,
generic-event,事件附近变化,77.091,0x38B,2,3,,,10,10,13,115,0.0007384534505297087,
generic-event,事件附近变化,77.091,0x38B,4,3,,,10,10,13,115,0.0007384534505297087,
generic-event,事件附近变化,76.945,0x129,1,0,,,10,10,1500,11374,0.023119569495085437,
generic-event,事件附近变化,76.931,0x330,5,2,,,7,10,7,45,0.6139846811084857,
generic-event,事件附近变化,76.931,0x330,5,5,,,7,10,7,45,0.6139846811084857,
generic-event,事件附近变化,76.899,0x70B,1,7,,,7,10,12,64,0.44706936954100057,
generic-event,事件附近变化,76.548,0x709,4,7,,,7,10,13,141,1.7236148138703946,
generic-event,事件附近变化,76.546,0x45A,7,0,,,7,10,210,1033,6.530793230656057,
generic-event,事件附近变化,76.516,0x709,4,2,,,7,10,10,40,0.731057699378852,
generic-event,事件附近变化,76.515,0x2C2,3,0,EXP_leftWindowExecutionPosition,,7,10,87,490,6.2462697554870195,
generic-event,事件附近变化,76.412,0x318,7,0,,,10,10,10,117,0.12308580847744734,
generic-event,事件附近变化,76.362,0x318,2,0,,,10,10,10,119,0.0007259504704562406,
generic-event,事件附近变化,76.345,0x348,4,0,,,10,10,10,118,0.0008579339841835841,
generic-event,事件附近变化,76.317,0x52F,7,6,,,10,10,10,118,0.0010247584807046423,
generic-event,事件附近变化,76.300,0x528,3,0,,,10,10,10,118,0.0011407229900305155,
generic-event,事件附近变化,76.261,0x334,6,5,,,10,10,20,109,0.0010464191483711828,
generic-event,事件附近变化,76.261,0x334,7,5,,,10,10,20,109,0.0010464191483711828,
generic-event,事件附近变化,76.226,0x379,3,5,,,7,10,21,197,2.2276650050733546,
generic-event,事件附近变化,76.211,0x330,1,0,,,7,10,10,41,0.6142675416517368,
generic-event,事件附近变化,76.085,0x75D,4,7,,,7,10,15,81,1.2647706090059627,
generic-event,事件附近变化,76.015,0x443,1,1,,,10,10,20,109,0.0007804157393837577,
generic-event,事件附近变化,75.996,0x359,2,7,,,7,10,30,264,1.5304421344754744,
generic-event,事件附近变化,75.908,0x2C4,2,6,,,7,10,15,107,0.9825401232365765,
generic-event,事件附近变化,75.845,0x3B2,2,2,,,7,10,13,132,1.0346683315279206,
window,运动过程,75.797,0x2C2,4,7,EXP_leftWindowExecutionPosition,17.794854390495942,6,6,109,11,,
window,运动过程,75.710,0x272,2,0,,16.713962121099808,6,6,85,9,,
generic-event,事件附近变化,75.567,0x2C2,6,3,EXP_leftWindowExecutionPosition,,7,10,102,682,3.4158695015854548,
generic-event,事件附近变化,75.388,0x709,0,2,,,10,10,13,87,0.08176471719146117,
generic-event,事件附近变化,75.319,0x3B2,2,4,,,7,10,15,167,0.9452807222342045,
window,运动过程,75.242,0x7A8,0,2,,14.190079974943396,6,6,50,6,,
generic-event,事件附近变化,75.177,0x407,1,1,,,10,10,20,109,0.0003526380239762291,
generic-event,事件附近变化,75.008,0x2C2,0,1,EXP_leftWindowExecutionPosition,,7,10,60,288,5.479719903957253,
generic-event,事件附近变化,74.981,0x3B2,2,6,,,7,10,13,131,1.1159266336500675,
generic-event,事件附近变化,74.923,0x3B2,1,4,,,7,10,14,134,0.9842376789415921,
generic-event,事件附近变化,74.704,0x709,3,0,,,7,10,11,65,1.2375357304255532,
generic-event,事件附近变化,74.701,0x3F2,2,6,,,7,10,11,53,0.6984103064665954,
generic-event,事件附近变化,74.697,0x3B2,3,2,,,7,10,13,137,1.057860232890659,
generic-event,事件附近变化,74.652,0x3B2,2,1,,,7,10,16,147,1.1582864016932808,
generic-event,事件附近变化,74.532,0x70B,6,6,,,7,10,10,42,0.607029030889129,
generic-event,事件附近变化,74.494,0x52F,5,0,,,7,10,7,88,0.35346624868074483,
generic-event,事件附近变化,74.473,0x302,4,4,,,7,10,7,33,0.8632223203633775,
generic-event,事件附近变化,74.438,0x3F2,1,2,,,7,10,12,58,0.7174119687872333,
window,运动过程,74.414,0x545,1,2,EXP_windowMotionFeedback_LEFT,15.626560156477336,6,6,120,14,,
generic-event,事件附近变化,74.343,0x709,1,2,,,7,10,14,136,0.9412889723790386,
generic-event,事件附近变化,74.234,0x798,4,6,,,7,10,16,102,1.869508746791185,
generic-event,事件附近变化,74.233,0x3F2,5,3,,,7,10,8,34,0.6231782300506866,
generic-event,事件附近变化,74.051,0x300,4,3,,,7,10,7,36,0.33333280703650586,
generic-event,事件附近变化,74.051,0x300,4,4,,,7,10,7,36,0.33333280703650586,
generic-event,事件附近变化,74.051,0x300,4,6,,,7,10,7,36,0.33333280703650586,
generic-event,事件附近变化,74.051,0x300,7,0,,,7,10,7,36,0.33333280703650586,
generic-event,事件附近变化,74.051,0x300,7,7,,,7,10,7,36,0.33333280703650586,
window,运动过程,74.019,0x2C2,1,2,EXP_leftWindowExecutionPosition,13.574869991195891,6,6,76,10,,
generic-event,事件附近变化,74.016,0x302,6,2,,,7,10,7,33,0.7055196958148561,
generic-event,事件附近变化,73.729,0x302,6,1,,,7,10,11,49,0.6735776486588845,
generic-event,事件附近变化,73.655,0x302,6,7,,,7,10,7,33,0.8930529055793123,
generic-event,事件附近变化,73.655,0x302,7,4,,,7,10,7,33,0.8930529055793123,
generic-event,事件附近变化,73.613,0x302,6,6,,,7,10,7,33,0.8632262656763092,
generic-event,事件附近变化,73.613,0x302,7,6,,,7,10,7,33,0.8632262656763092,
window,运动过程,73.516,0x2C2,2,4,EXP_leftWindowExecutionPosition,13.260977167603468,6,6,88,12,,
generic-event,事件附近变化,73.428,0x2E3,4,7,,,7,10,19,133,1.1143318151829222,
generic-event,事件附近变化,73.326,0x302,6,0,,,7,10,11,49,0.8614043049340286,
generic-event,事件附近变化,73.316,0x302,5,7,,,7,10,11,49,1.2171975959670265,
generic-event,事件附近变化,73.316,0x302,7,0,,,7,10,11,49,1.2171975959670265,
generic-event,事件附近变化,73.290,0x313,6,5,,,10,10,10,118,0.001156879635650753,
generic-event,事件附近变化,73.290,0x313,7,5,,,10,10,10,118,0.001156879635650753,
generic-event,事件附近变化,73.269,0x70B,3,1,,,7,10,10,65,0.43995584942472055,
generic-event,事件附近变化,73.240,0x366,6,5,,,7,10,7,57,0.49599221988135184,
generic-event,事件附近变化,73.240,0x366,6,7,,,7,10,7,57,0.49599221988135184,
generic-event,事件附近变化,73.212,0x3DD,0,6,,,7,10,7,50,0.6691044890570066,
generic-event,事件附近变化,73.203,0x70B,3,7,,,7,10,11,65,0.6652337732805219,
generic-event,事件附近变化,73.197,0x302,6,4,,,7,10,7,33,0.7055207949820735,
generic-event,事件附近变化,73.195,0x70B,4,4,,,7,10,11,65,0.6588749764849852,
generic-event,事件附近变化,73.067,0x2C4,5,6,,,7,10,18,191,0.9636570356525997,
generic-event,事件附近变化,73.054,0x321,6,5,,,10,10,10,53,7.783771809062178e-05,
generic-event,事件附近变化,73.054,0x321,7,5,,,10,10,10,53,7.783771809062178e-05,
generic-event,事件附近变化,73.006,0x301,0,3,,,7,10,7,32,0.508745560356239,
generic-event,事件附近变化,72.993,0x3DB,0,3,,,7,10,7,57,0.2510281405332878,
generic-event,事件附近变化,72.964,0x3F2,0,1,,,10,10,10,54,0.00011876014726817531,
generic-event,事件附近变化,72.960,0x2C2,1,4,EXP_leftWindowExecutionPosition,,7,10,57,157,5.4418155453504,
generic-event,事件附近变化,72.959,0x407,1,2,,,10,10,10,54,0.0001748419296466026,
generic-event,事件附近变化,72.947,0x727,0,1,,,10,10,10,54,0.0002636523716344742,
generic-event,事件附近变化,72.942,0x443,1,2,,,10,10,10,54,0.0003594098953778724,
generic-event,事件附近变化,72.794,0x302,6,3,,,7,10,7,33,0.8632271788200642,
generic-event,事件附近变化,72.789,0x284,7,6,,,10,10,10,54,0.000311690703677836,
generic-event,事件附近变化,72.786,0x2E3,6,2,,,7,10,19,165,0.8467241923721439,
generic-event,事件附近变化,72.724,0x213,1,6,,,10,10,10,55,0.0007094673999121383,
generic-event,事件附近变化,72.716,0x334,6,6,,,10,10,10,55,0.000501006717252614,
generic-event,事件附近变化,72.716,0x334,7,6,,,10,10,10,55,0.000501006717252614,
generic-event,事件附近变化,72.658,0x359,3,2,,,7,10,12,86,0.8535266097111958,
generic-event,事件附近变化,72.658,0x359,3,5,,,7,10,12,86,0.8535266097111958,
generic-event,事件附近变化,72.625,0x301,4,0,,,7,10,11,48,0.8583075712271379,
generic-event,事件附近变化,72.609,0x545,2,3,EXP_windowMotionFeedback_LEFT,,7,10,43,549,3.127301936767554,
generic-event,事件附近变化,72.491,0x301,6,2,,,7,10,10,50,0.6736151845228984,
generic-event,事件附近变化,72.476,0x302,0,3,,,7,10,7,32,0.5087552644943899,
generic-event,事件附近变化,72.406,0x709,5,3,,,7,10,13,141,1.9131818422290379,
window,运动过程,72.353,0x2C2,2,2,EXP_leftWindowExecutionPosition,30.063618696582623,5,6,44,2,,
generic-event,事件附近变化,72.283,0x213,1,5,,,10,10,20,109,0.001111747197720855,
generic-event,事件附近变化,72.283,0x3DD,2,1,,,7,10,7,69,0.7151401568425613,
generic-event,事件附近变化,72.187,0x3DD,1,1,,,7,10,7,71,0.7983630917304564,
generic-event,事件附近变化,72.149,0x37D,0,0,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,0,1,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,0,5,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,0,6,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,0,7,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,1,0,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,1,1,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,1,2,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,1,3,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,1,7,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,2,0,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,2,4,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,2,7,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,3,4,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.149,0x37D,3,7,,,10,10,10,118,0.0003994431068036295,
generic-event,事件附近变化,72.113,0x3A2,0,4,,,7,10,85,955,7.60557659502096,
generic-event,事件附近变化,72.084,0x301,6,0,,,7,10,10,50,0.815693793750984,
generic-event,事件附近变化,72.084,0x301,6,4,,,7,10,10,50,0.815693793750984,
generic-event,事件附近变化,72.084,0x301,6,6,,,7,10,10,50,0.815693793750984,
generic-event,事件附近变化,71.983,0x7C8,2,2,,,7,10,11,61,0.7450876447432866,
generic-event,事件附近变化,71.983,0x7C8,4,3,,,7,10,11,61,0.7450876447432866,
generic-event,事件附近变化,71.960,0x343,4,0,,,7,10,23,99,1.869680207528773,
generic-event,事件附近变化,71.902,0x3DD,1,3,,,7,10,7,78,0.33351627586650495,
generic-event,事件附近变化,71.895,0x3DD,1,4,,,7,10,7,78,0.5092654896196435,
generic-event,事件附近变化,71.875,0x301,7,1,,,7,10,9,50,0.6201677992758508,
generic-event,事件附近变化,71.875,0x301,7,2,,,7,10,9,50,0.6201677992758508,
generic-event,事件附近变化,71.833,0x3DD,0,5,,,7,10,7,80,0.48488762677207103,
generic-event,事件附近变化,71.794,0x7C8,3,6,,,7,10,11,63,0.7431981537356421,
generic-event,事件附近变化,71.794,0x7C8,3,7,,,7,10,11,63,0.7431981537356421,
generic-event,事件附近变化,71.794,0x7C8,5,1,,,7,10,11,63,0.7431981537356421,
generic-event,事件附近变化,71.751,0x70B,3,0,,,6,10,9,40,0.8246103795481022,
generic-event,事件附近变化,71.751,0x70B,3,3,,,6,10,9,40,0.8246103795481022,
generic-event,事件附近变化,71.728,0x70B,7,6,,,6,10,12,40,0.6069607963385784,
generic-event,事件附近变化,71.638,0x3DB,1,5,,,7,10,9,55,0.5039391176395057,
generic-event,事件附近变化,71.638,0x3DB,2,2,,,7,10,9,55,0.5039391176395057,
generic-event,事件附近变化,71.456,0x359,2,2,,,7,10,12,86,0.9319765218471572,
generic-event,事件附近变化,71.351,0x293,6,5,,,10,10,12,117,0.0013195289349741156,
generic-event,事件附近变化,71.223,0x330,3,0,,,7,10,10,42,0.6140790241185038,
generic-event,事件附近变化,71.132,0x319,4,3,,,6,10,6,44,1.132056241777111,
generic-event,事件附近变化,71.132,0x319,4,5,,,6,10,6,44,1.132056241777111,
generic-event,事件附近变化,71.132,0x319,5,3,,,6,10,6,44,1.132056241777111,
generic-event,事件附近变化,71.102,0x303,0,3,,,7,10,7,32,0.5087205230907997,
window,运动过程,71.026,0x2B4,4,5,,22.354306434777442,5,6,21,1,,
generic-event,事件附近变化,71.004,0x7E8,2,7,,,6,10,6,67,0.7423329154789959,
generic-event,事件附近变化,71.004,0x7E8,4,3,,,6,10,6,67,0.7423329154789959,
generic-event,事件附近变化,70.993,0x7E8,1,3,,,6,10,6,67,0.473806299927117,
generic-event,事件附近变化,70.973,0x7E8,0,0,,,6,10,6,67,0.47379290236348043,
generic-event,事件附近变化,70.963,0x7E8,1,6,,,6,10,6,68,0.7432599038708488,
generic-event,事件附近变化,70.963,0x7E8,2,1,,,6,10,6,68,0.7432599038708488,
generic-event,事件附近变化,70.963,0x7E8,4,1,,,6,10,6,68,0.7432599038708488,
generic-event,事件附近变化,70.826,0x3A4,0,0,,,10,10,10,118,0.00038239797684378737,
generic-event,事件附近变化,70.780,0x752,6,6,,,6,10,6,49,0.723743211395696,
generic-event,事件附近变化,70.776,0x752,3,7,,,6,10,6,49,0.99995324642051,
window,运动过程,70.514,0x788,0,2,,23.298627990780954,5,6,34,2,,
generic-event,事件附近变化,70.415,0x70B,2,0,,,6,10,12,63,0.8942765656020895,
window,运动过程,70.353,0x545,1,1,EXP_windowMotionFeedback_LEFT,28.81902840272009,5,6,102,6,,
generic-event,事件附近变化,69.847,0x2C4,5,7,,,7,10,17,171,1.1873031173654423,
window,瞬时请求候选,69.800,0x23A,0,1,,,10,10,,51,,0.5
generic-event,事件附近变化,69.340,0x310,5,5,,,6,10,6,44,0.19914668885886758,
generic-event,事件附近变化,69.340,0x310,5,6,,,6,10,6,44,0.19914668885886758,
generic-event,事件附近变化,69.340,0x310,7,3,,,6,10,6,44,0.19914668885886758,
generic-event,事件附近变化,69.290,0x264,0,1,,,7,10,15,123,1.6910709103966717,
generic-event,事件附近变化,69.242,0x264,0,0,,,7,10,15,125,1.6652579860778864,
generic-event,事件附近变化,68.844,0x3C4,0,2,,,6,10,10,66,0.9343501838404863,
generic-event,事件附近变化,68.844,0x3C4,2,1,,,6,10,9,66,0.826431439767453,
generic-event,事件附近变化,68.827,0x3C4,2,6,,,6,10,6,45,0.74405546416804,
generic-event,事件附近变化,68.800,0x3C4,5,4,,,6,10,9,67,0.9168272609206605,
generic-event,事件附近变化,68.726,0x23A,1,7,,,6,10,10,26,1.7787935334605465,
generic-event,事件附近变化,68.717,0x272,2,0,,,7,10,29,65,3.722941940734079,
generic-event,事件附近变化,68.659,0x3BD,1,4,,,6,10,12,40,0.6070432041674145,
generic-event,事件附近变化,68.659,0x3BD,1,5,,,6,10,12,40,0.6070432041674145,
generic-event,事件附近变化,68.659,0x3BD,1,7,,,6,10,12,40,0.6070432041674145,
window,运动过程,68.219,0x2C2,2,1,EXP_leftWindowExecutionPosition,6.363589676538798,6,6,42,12,,
generic-event,事件附近变化,68.034,0x23A,1,1,,,6,10,10,33,1.5281380090804522,
generic-event,事件附近变化,67.959,0x3C4,5,5,,,6,10,13,89,1.156160786699607,
generic-event,事件附近变化,67.604,0x545,1,2,EXP_windowMotionFeedback_LEFT,,7,10,46,88,4.527856929481779,
generic-event,事件附近变化,67.224,0x3C4,4,5,,,6,10,13,114,1.1767099265472414,
window,瞬时请求候选,66.800,0x330,0,1,,,10,10,,66,,0.5204081632653061
generic-event,事件附近变化,66.704,0x330,4,7,,,6,10,9,42,0.610201821629492,
generic-event,事件附近变化,66.704,0x330,5,7,,,6,10,9,42,0.610201821629492,
generic-event,事件附近变化,66.683,0x3DB,1,3,,,6,10,12,116,0.6132154740381516,
generic-event,事件附近变化,66.681,0x709,1,5,,,6,10,19,130,1.2321055965465515,
generic-event,事件附近变化,66.503,0x3C4,1,5,,,6,10,9,67,0.8724767447038947,
generic-event,事件附近变化,65.853,0x23A,1,2,,,6,10,9,33,1.9031480098706255,
generic-event,事件附近变化,65.812,0x3C9,1,0,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,2,0,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,2,1,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,2,4,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,2,5,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,2,6,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,2,7,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,3,1,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,3,3,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,3,4,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,3,6,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,3,7,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,4,5,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.812,0x3C9,4,6,,,6,10,6,80,0.3346338426826,
generic-event,事件附近变化,65.808,0x23A,1,0,,,6,10,9,33,1.880595904758266,
generic-event,事件附近变化,65.781,0x330,2,1,,,6,10,9,41,0.8688360701973179,
generic-event,事件附近变化,65.747,0x3C4,0,1,,,6,10,11,65,1.048606583632336,
generic-event,事件附近变化,65.747,0x3C4,7,4,,,6,10,11,65,1.033111557653482,
generic-event,事件附近变化,65.663,0x3B2,3,7,,,6,10,14,121,1.135209335556988,
generic-event,事件附近变化,65.597,0x3C4,3,0,,,6,10,11,91,1.0180022708909966,
generic-event,事件附近变化,65.319,0x3C4,6,5,,,6,10,9,67,0.9343834276685815,
generic-event,事件附近变化,65.314,0x3C4,2,4,,,6,10,9,68,0.9463856414997769,
generic-event,事件附近变化,65.233,0x3C4,1,1,,,6,10,7,69,0.9168120141202566,
generic-event,事件附近变化,65.190,0x3C4,7,1,,,6,10,6,70,0.9392019215957768,
generic-event,事件附近变化,65.108,0x2B4,4,5,,,6,10,15,7,1.7354272719523527,
generic-event,事件附近变化,64.644,0x737,0,2,,,6,10,6,46,0.607036282233928,
generic-event,事件附近变化,64.469,0x3C4,1,4,,,6,10,9,41,0.6467070600585502,
generic-event,事件附近变化,64.451,0x2E3,5,4,,,6,10,11,61,1.368452757718803,
generic-event,事件附近变化,64.387,0x3C4,1,0,,,6,10,10,93,1.152605246953335,
generic-event,事件附近变化,64.262,0x3C4,7,0,,,6,10,6,44,0.5181325151071015,
window,瞬时请求候选,64.200,0x70B,1,0,,,9,10,,39,,0.6428571428571429
window,瞬时请求候选,64.200,0x70B,1,1,,,9,10,,39,,0.7142857142857143
window,瞬时请求候选,64.200,0x70B,1,3,,,9,10,,39,,0.6428571428571429
generic-event,事件附近变化,64.200,0x2C2,3,5,EXP_leftWindowExecutionPosition,,6,10,96,647,0.805490924217621,
generic-event,事件附近变化,64.195,0x359,0,5,,,6,10,12,88,0.6972268244007018,
generic-event,事件附近变化,64.174,0x3C4,6,4,,,6,10,10,67,1.0543289140601675,
generic-event,事件附近变化,63.913,0x75D,3,3,,,6,10,13,93,1.2912407477739218,
window,瞬时请求候选,63.800,0x70B,1,4,,,9,10,,41,,0.75
generic-event,事件附近变化,63.685,0x3F2,4,4,,,6,10,6,15,0.33334667079974556,
generic-event,事件附近变化,63.685,0x3F2,5,6,,,6,10,6,15,0.33334667079974556,
window,瞬时请求候选,63.600,0x310,0,2,,,9,10,,42,,0.6857142857142857
window,瞬时请求候选,63.600,0x310,5,0,,,9,10,,42,,0.6857142857142857
window,瞬时请求候选,63.600,0x310,5,4,,,9,10,,42,,0.6857142857142857
window,瞬时请求候选,63.600,0x310,7,5,,,9,10,,42,,0.6857142857142857
window,瞬时请求候选,63.600,0x330,7,0,,,9,10,,42,,0.7755102040816327
window,瞬时请求候选,63.600,0x3BD,0,2,,,9,10,,42,,0.8214285714285714
window,瞬时请求候选,63.600,0x3BD,4,6,,,9,10,,42,,0.8214285714285714
window,瞬时请求候选,63.600,0x3BD,5,2,,,9,10,,42,,0.8214285714285714
window,瞬时请求候选,63.600,0x70B,0,1,,,9,10,,42,,0.5892857142857143
generic-event,事件附近变化,63.576,0x31A,7,7,,,9,10,9,71,0.00025235837062698044,
generic-event,事件附近变化,63.553,0x39A,3,3,,,6,10,44,291,4.115292211074754,
generic-event,事件附近变化,63.534,0x75D,1,4,,,6,10,16,128,1.373668727146134,
generic-event,事件附近变化,63.517,0x7B8,3,3,,,6,10,19,181,1.8194008500286762,
generic-event,事件附近变化,63.484,0x3BD,0,1,,,7,10,7,44,0.20004165389427103,
generic-event,事件附近变化,63.068,0x3C4,6,2,,,6,10,10,66,0.8294674815164758,
generic-event,事件附近变化,63.033,0x300,1,2,,,6,10,8,35,0.6666735465340967,
generic-event,事件附近变化,63.033,0x300,5,5,,,6,10,8,35,0.6666735465340967,
generic-event,事件附近变化,63.033,0x300,7,3,,,6,10,8,35,0.6666735465340967,
generic-event,事件附近变化,63.031,0x3F2,1,6,,,6,10,7,35,0.6231659685694685,
generic-event,事件附近变化,63.023,0x3C4,1,2,,,6,10,9,67,0.872472121756515,
window,瞬时请求候选,63.000,0x3BD,0,0,,,10,10,,85,,0.625
generic-event,事件附近变化,62.949,0x300,2,0,,,6,10,8,36,0.6769735564689178,
generic-event,事件附近变化,62.949,0x300,2,5,,,6,10,8,36,0.6769735564689178,
generic-event,事件附近变化,62.949,0x300,3,4,,,6,10,8,36,0.6769735564689178,
generic-event,事件附近变化,62.949,0x300,6,3,,,6,10,8,36,0.6769735564689178,
generic-event,事件附近变化,62.936,0x3C4,4,0,,,6,10,7,69,0.7792530775412878,
generic-event,事件附近变化,62.936,0x3C4,7,6,,,6,10,7,69,0.8127371968858371,
generic-event,事件附近变化,62.875,0x3F2,2,5,,,6,10,6,37,0.5345215694969986,
