dbc_source,can_id,message,dbc_dlc,signal,start_bit,bit_length,byte_order,signed,scale,offset,unit,multiplexer_signal,multiplexer_ids,asc_frame_count,asc_dlc
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_faultLineV,4,12,little_endian,False,0.00114,0,V,CP_sensorDataSelect,5,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_inductiveSensor_raw,4,28,little_endian,False,1,0,,CP_sensorDataSelect,4,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_inlet1HarnessIdState,4,2,little_endian,False,1,0,,CP_sensorDataSelect,12,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_latchI,4,12,little_endian,False,0.0025,0,A,CP_sensorDataSelect,3,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pilotLowValue_intervalMax10s,4,12,little_endian,True,0.01,0,V,CP_sensorDataSelect,10,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pilotPulseWidth,4,12,little_endian,False,1,0,,CP_sensorDataSelect,9,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_UHF_rssi,8,8,little_endian,False,1,0,,CP_sensorDataSelect,6,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_doorCountsFiltered,8,16,little_endian,False,0.0015259,0,%,CP_sensorDataSelect,0,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_inlet1HarnessIdValue,8,3,little_endian,False,1,0,,CP_sensorDataSelect,12,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pinTemperature1,8,8,little_endian,False,0.803922,-55,C,CP_sensorDataSelect,1,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_proximityV,8,16,little_endian,False,0.0001,0,V,CP_sensorDataSelect,8,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_proximityV_GBCC1,8,14,little_endian,False,0.001,0,V,CP_sensorDataSelect,11,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_refVoltage,8,8,little_endian,False,0.00705882,0,V,CP_sensorDataSelect,7,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_UHF_rxOverflow,16,1,little_endian,False,1,0,,CP_sensorDataSelect,6,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_backCoverCounts,16,16,little_endian,False,0.0015259,0,%,CP_sensorDataSelect,5,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_doorI,16,12,little_endian,False,0.0025,0,A,CP_sensorDataSelect,2,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_inlet1HarnessV,16,14,little_endian,False,0.001,0,V,CP_sensorDataSelect,12,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_latch2I,16,12,little_endian,False,0.0025,0,A,CP_sensorDataSelect,3,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pilotLowValue_intervalMin10s,16,12,little_endian,True,0.01,0,V,CP_sensorDataSelect,10,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pilotPeriod,16,12,little_endian,False,1,0,,CP_sensorDataSelect,9,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_pinTemperature2,16,8,little_endian,False,0.803922,-55,C,CP_sensorDataSelect,1,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_UHF_rxNumBytes,24,8,little_endian,False,1,0,,CP_sensorDataSelect,6,1499,8
dbc/Model3CAN.dbc,0x75D,ID75DCP_sensorData,8,CP_doorCountsDebounced,24,16,little_endian,False,0.0015259,0,%,CP_sensorDataSelect,0,1499,8
